"Date of data","Trading partner code","Trading partner","Commodity code","Commodity","Renminbi Yuan",
"202505","502","United States","8439","Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard.","26,123,036",
"202505","502","United States","8440","Bookbinding machinery, including booksewing machines.","2,495,465",
"202505","502","United States","8441","Other machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds.","40,605,789",
"202505","502","United States","8442","Machinery, apparatus and equipment (other than the machines of headings 84.56 to 84.65) for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic stones, prepared for printing purposes (for example, planed, grained or polished).","5,051,914",
"202505","502","United States","8443","Printing machinery used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines,whether or not combined; parts and accessories thereof.","722,811,283",
"202505","502","United States","8444","Machines for extruding, drawing, texturing or cutting man-made textile materials","923,614",
"202505","502","United States","8445","Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weftwinding) machines and machines for preparing textile yarns for use on the machines of heading 84.46 or 84.47.","503,714",
"202505","502","United States","8446","Weaving machines (looms)","952,560",
"202505","502","United States","8447","Knitting machines, stitchbonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting.","25,549,649",
"202505","502","United States","8448","Auxiliary machinery for use with machines of heading 84.44, 84.45, 84.46 or 84.47 (for example, dobbies, Jacquards, automatic stop motions, shuttle changing mechanisms); parts and accessories suitable for use solely or principally with the machines of this heading or of heading 84.44, 84.45, 84.46 or 84.47 (for example, spindles and spindle flyers, card clothing, combs, extruding nipples, shuttles, healds and healdframes, hosiery needles).","15,500,392",
"202505","502","United States","8449","Machinery for the manufacture or finishing of felt or 84.49 nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats.","3,477,743",
"202505","502","United States","8450","Household or laundrytype washing machines, including machines which both wash and dry.","91,133,978",
"202505","502","United States","8451","Machinery (other than machines of heading 84.50) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles and machines for applying the paste to the base fabric or other support used in the manufacture of floor coverings such as linoleum; machines for reeling, unreeling, folding, cutting or pinking textile fabrics.","46,480,954",
"202505","502","United States","8452","Sewing machines, other than booksewing machines of heading 84.40; furniture, bases and covers specially designed for sewing machines; sewing machine needles.","30,219,660",
"202505","502","United States","8453","Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines.","9,580,895",
"202505","502","United States","8454","Converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries.","10,626,965",
"202505","502","United States","8455","Metalrolling mills and rolls therefor.","27,625,154",
"202505","502","United States","8456","Machine tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electrodischarge, electrochemical, electron beam, ionicbeam or plasma arc processes; waterjet cutting machines.","112,359,941",
"202505","502","United States","8457","Machining centres, unit construction machines (single station) and multistation transfer machines, for working metal.","122,847",
"202505","502","United States","8458","Lathes (including turning centres) for removing metal.","4,678,246",
"202505","502","United States","8459","Machinetools (including waytype unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes (including turning centres) of heading 84.58.","11,026,841",
"202505","502","United States","8460","Machinetools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal or cermets by means of grinding stones, abrasives or polishing products, other heading 84.61.","12,747,778",
"202505","502","United States","8461","Machinetools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cuttingoff and other machinetools working by removing metal or cermets, not elsewhere specified or included.","16,046,562",
"202505","502","United States","8462","Machine-tools (including presses) for working metal by forging, hammering or die forging (excluding rolling mills); machine-tools (including presses, slitting lines and cut-to-length lines) for working metal by bending, folding, straightening, flattening, shearing, punching, notching or nibbling (excluding draw-benches); presses for working metal or metal carbides, not specified above.","19,789,289",
"202505","502","United States","8463","Other machinetools for working metal or cermets, without removing material.","4,176,332",
"202505","502","United States","8464","Machinetools for working stone, ceramics, concrete, asbestoscement or like mineral materials or for cold working glass.","22,149,033",
"202505","502","United States","8465","Machinetools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials.","93,655,067",
"202505","502","United States","8466","Parts and accessories suitable for use solely or principally with the machines of headings 84.56 to 84.65, including work or tool holders, selfopening dieheads, dividing heads and other special attachments for the machines; tool holders for any type of tool for working in the hand.","65,356,194",
"202505","502","United States","8467","Tools for working in the hand, pneumatic, hydraulic or with selfcontained electric or nonelectric motor.","1,033,353,690",
"202505","502","United States","8468","Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading 85.15; gasoperated surface tempering machines and appliances.","39,234,859",
"202505","502","United States","8470","Calculating machines and pocketsize data recording, reproducing and displaying machines with calculating functions; accounting machines, postagefranking machines, ticketissuing machines and similar machines, incorporating a calculating device; cash registers.","99,690,237",
"202505","502","United States","8471","Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in d form and machines for processing such data, not elsewhere specified or included.","15,127,542,948",
"202505","502","United States","8472","Other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coinsorting machines, coincounting or wrapping machines, pencilsharpening machines, perforating or stapling machines).","76,212,642",
"202505","502","United States","8473","Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.70 to 84.72.","2,673,114,358",
"202505","502","United States","8474","Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry moulds of sand.","86,011,128",
"202505","502","United States","8475","Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes; machines for manufacturing or hot working glass or glassware.","1,050,654",
"202505","502","United States","8476","Automatic goodsvending machines (for example, postage stamp, cigarette, food or beverage machines), including moneychanging machines.","32,254,247",
"202505","502","United States","8477","Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this Chapter.","99,069,017",
"202505","502","United States","8478","Machinery for preparing or making up tobacco, not specified or included elsewhere in this Chapter.","4,245",
"202505","502","United States","8479","Machines and mechanical appliances having individual functions, not specified or included elsewhere in this Chapter.","963,381,252",
"202505","502","United States","8480","Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics.","290,634,510",
"202505","502","United States","8481","Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressurereducing valves and thermostatically controlled valves.","1,892,852,167",
"202505","502","United States","8482","Ball or roller bearings.","277,703,080",
"202505","502","United States","8483","Transmission shafts (including cam shafts and crank shafts) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers, including torque converters; flywheels and pulleys, including pulley blocks; clutches and shaft couplings (including universal joints).","701,711,886",
"202505","502","United States","8484","Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals.","61,159,909",
"202505","502","United States","8485","Machines for additive manufacturing.","349,364,459",
"202505","502","United States","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories.","229,673,563",
"202505","502","United States","8487","Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter.","27,999,471",
"202505","502","United States","8501","Electric motors and generators (excluding generating sets).","843,864,424",
"202505","502","United States","8502","Electric generating sets and rotary converters.","111,512,135",
"202505","502","United States","8503","Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.","425,169,250",
"202505","502","United States","8504","Electrical transformers, static converters (for example, rectifiers) and inductors.","2,270,335,433",
"202505","502","United States","8505","Electromagnets; permanent magnets and articles intended to become permanent magnets after magnetisation; electromagnetic or permanent magnet chucks, clamps and similar holding devices; electromagnetic couplings, clutches and brakes; electromagnetic lifting heads.","90,425,813",
"202505","502","United States","8506","Primary cells and primary batteries.","157,118,717",
"202505","502","United States","8507","Electric accumulators, including separators therefor, whether or not rectangular (including square).","4,871,381,497",
"202505","502","United States","8508","Vacuum cleaners.","441,663,745",
"202505","502","United States","8509","Electromechanical domestic appliances, with selfcontained electric motor, other than vacuum cleaners of heading 85.08.","1,214,485,797",
"202505","502","United States","8510","Shavers, hair clippers and hairremoving appliances, with selfcontained electric motor.","213,633,362",
"202505","502","United States","8511","Electrical ignition or starting equipment of a kind used for sparkignition or compressionignition internal combustion engines (for example, ignition magnetos, magnetodynamos, ignition coils, sparking plugs and glow plugs, starter motors); generators (for example, dynamos, alternators) and cutouts of a kind used in conjunction with such engines.","364,795,190",
"202505","502","United States","8512","Electrical lighting or signalling equipment (excluding articles of heading 85.39), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles.","599,113,041",
"202505","502","United States","8513","Portable electric lamps designed to function by their own source of energy (for example, dry batteries, accumulators, magnetos), other than lighting equipment of heading 85.12.","284,198,867",
"202505","502","United States","8514","Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss.","52,244,847",
"202505","502","United States","8515","Electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazing or welding machines and apparatus, whether or not capable of cutting; electric machines and apparatus for hot spraying of metals or cermets.","169,909,995",
"202505","502","United States","8516","Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electrothermic hairdressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electrothermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 85.45.","2,149,149,330",
"202505","502","United States","8517","Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28.","7,999,156,508",
"202505","502","United States","8518","Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audiofrequency electric amplifiers; electric sound amplifier sets.","1,168,433,341",
"202505","502","United States","8519","Sound recording or reproducing apparatus.","191,331,766",
"202505","502","United States","8521","Video recording or reproducing apparatus, whether or not incorporating a video tuner.","122,494,193",
"202505","502","United States","8522","Parts and accessories suitable for use solely or principally with the apparatus of heading 85.19 or 85.21.","8,721,449",
"202505","502","United States","8523","Discs, tapes, solidstate nonvolatile storage devices, .smart cards. and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of Chapter 37.","241,771,276",
"202505","502","United States","8524","Flat panel display modules, whether or not incorporating touch-sensitive screens","606,867,830",
"202505","502","United States","8525","Transmission apparatus for radiobroadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders.","1,144,482,859",
"202505","502","United States","8526","Radar apparatus, radio navigational aid apparatus and radio remote control apparatus.","168,603,812",
"202505","502","United States","8527","Reception apparatus for radiobroadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock.","142,591,593",
"202505","502","United States","8528","Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radiobroadcast receivers or sound or video recording or reproducing apparatus.","2,269,008,442",
"202505","502","United States","8529","Parts suitable for use solely or principally with the apparatus of headings 85.25 to 85.28.","426,678,032",
"202505","502","United States","8530","Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 86.08).","15,783,582",
"202505","502","United States","8531","Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 85.12 or 85.30.","446,574,144",
"202505","502","United States","8532","Electrical capacitors, fixed, variable or adjustable (preset).","82,079,622",
"202505","502","United States","8533","Electrical resistors (including rheostats and potentiometers), other than heating resistors.","58,633,184",
"202505","502","United States","8534","Printed circuits.","450,982,499",
"202505","502","United States","8535","Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxes), for a voltage exceeding 1,000 volts.","34,971,034",
"202505","502","United States","8536","Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lampholders and other connectors, junction boxes), for a voltage not exceeding 1,000 volts; connectors for optical fibres, optical fibre bundles or cables.","1,385,539,672",
"202505","502","United States","8537","Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus of heading 85.35 or 85.36, for electric control or the distribution of electricity, including those incorporating instruments or apparatus of Chapter 90, and numerical control apparatus, other than switching apparatus of heading 85.17.","748,402,812",
"202505","502","United States","8538","Apparatus for protecting electrical circuits for a voltage ≤ 1000 V (excluding fuses and automatic circuit breakers)","470,839,004",
"202505","502","United States","8539","Electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps; arc-lamps; light-emitting diode (LED) lamps light sources","419,279,172",
"202505","502","United States","8540","Thermionic, cold cathode or photocathode valves and tubes (for example, vacuum or vapour or gas filled valves and tubes, mercury arc rectifying valves and tubes, cathoderay tubes, television camera tubes).","2,797,045",
"202505","502","United States","8541","Semiconductor devices (for example, diodes, transistors semiconductor based transducers); photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes (LED), whether or not assembled with other light-emitting diodes (LED); mounted peizo-electric crystals.","389,685,143",
"202505","502","United States","8542","Electronic integrated circuits.","1,187,503,231",
"202505","502","United States","8543","Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this Chapter.","1,787,134,651",
"202505","502","United States","8544","Insulated (including enamelled or anodised) wire, cable (including coaxial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors","2,807,978,573",
"202505","502","United States","8545","Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes.","8,424,749",
"202505","502","United States","8546","Electrical insulators of any material.","73,811,995",
"202505","502","United States","8547","Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during moulding solely for purposes of assembly, other than insulators of heading 85.46; electrical conduit tubing and joints therefor, of base metal lined with insulating material.","90,215,636",
"202505","502","United States","8548","Electrical parts of machinery or apparatus, not specified or included elsewhere in this Chapter.","28,221,643",
"202505","502","United States","8607","Parts of railway or tramway locomotives or rollingstock.","76,227,562",
"202505","502","United States","8608","Railway or tramway track fixtures and fittings; mechanical 86.08 (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland parts of the foregoing.","5,118,834",
"202505","502","United States","8609","Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.","897,074,926",
"202505","502","United States","8701","Tractors (other than tractors of heading 87.09).","813,822",
"202505","502","United States","8703","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars.","821,199,890",
"202505","502","United States","8704","Motor vehicles for the transport of goods.","687,107",
"202505","502","United States","8705","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concretemixer lorries, road sweeper lorries, spraying lorries, mobile workshops, mobile radiological units).","1,347,589",
"202505","502","United States","8707","Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05.","6,050,056",
"202505","502","United States","8708","Parts and accessories of the motor vehicles of headings 87.01 to","5,899,789,583",
"202505","502","United States","8709","Works trucks, selfpropelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foregoing vehicles.","3,889,653",
"202505","502","United States","8711","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without sidecars; sidecars.","975,734,943",
"202505","502","United States","8712","Bicycles and other cycles (including delivery tricycles), not motorised.","89,626,516",
"202505","502","United States","8713","Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled.","185,744,867",
"202505","502","United States","8714","Parts and accessories of vehicles of headings 87.11 to 87.13.","338,334,084",
"202505","502","United States","8715","Baby carriages and parts thereof.","133,639,462",
"202505","502","United States","8716","Trailers and semitrailers; other vehicles, not mechanically propelled; parts thereof.","585,043,178",
"202505","502","United States","8802","Other aircraft, except unmanned aircraft of heading 88.06” (for example, helicopters, aeroplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles.","142,850,465",
"202505","502","United States","8804","Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.","188,977",
"202505","502","United States","8805","Aircraft launching gear; deckarrestor or similar gear; ground flying trainers; parts of the foregoing articles.","40,922",
"202505","502","United States","8806","Unmanned aircraft","149,588,337",
"202505","502","United States","8807","Parts of goods of heading 88.01, 88.02 or 88.06","322,548,448",
"202505","502","United States","8903","Yachts and other vessels for pleasure or sports; rowing boats and canoes.","32,740,948",
"202505","502","United States","8905","Lightvessels, firefloats, dredgers, floating cranes and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms.","61,169",
"202505","502","United States","8906","Other vessels, including warships and lifeboats other than rowing boats.","349,912",
"202505","502","United States","8907","Other floating structures (for example, rafts, tanks, cofferdams, landingstages, buoys and beacons).","7,326,520",
"202505","502","United States","9001","Optical fibres and optical fibre bundles; optical fibre cables other than those of heading 85.44; sheets and plates of polarising material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other than such elements of glass not optically worked.","143,883,008",
"202505","502","United States","9002","Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked.","139,899,171",
"202505","502","United States","9003","Frames and mountings for spectacles, goggles or the like, and parts thereof.","139,267,503",
"202505","502","United States","9004","Spectacles, goggles and the like, corrective, protective or other.","573,388,887",
"202505","502","United States","9005","Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radioastronomy.","94,666,886",
"202505","502","United States","9006","Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading 85.39.","89,483,697",
"202505","502","United States","9007","Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus.","22,419,004",
"202505","502","United States","9008","Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers.","30,767,717",
"202505","502","United States","9010","Apparatus and equipment for photographic (including cinematographic) laboratories, not specified or included elsewhere in this Chapter; negatoscopes; projection screens.","38,394,358",
"202505","502","United States","9011","Compound optical microscopes, including those for photomicrography, cinephotomicrography or microprojection.","26,803,719",
"202505","502","United States","9012","Microscopes other than optical microscopes; diffraction apparatus.","701,221",
"202505","502","United States","9013","Lasers, other than laser diodes; other optical appliances and 
instruments, not specified or included elsewhere in this 
Chapter","154,097,724",
"202505","502","United States","9014","Direction finding compasses; other navigational instruments and appliances.","6,518,594",
"202505","502","United States","9015","Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders.","90,486,245",
"202505","502","United States","9016","Balances of a sensitivity of 5 cg or better, with or without weights.","6,807,342",
"202505","502","United States","9017","Drawing, markingout or mathematical calculating instruments (for example, drafting machines, pantographs, protractors, drawing sets, slide rules, disc calculators); instruments for measuring length, for use in the hand (for example, measuring rods and tapes, micrometers, callipers), not specified or included elsewhere in this Chapter.","79,801,644",
"202505","502","United States","9018","Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electromedical apparatus and sighttesting instruments.","1,243,472,388",
"202505","502","United States","9019","Mechanotherapy appliances; massage apparatus; psychological aptitudetesting apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus.","737,517,547",
"202505","502","United States","9020","Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters.","5,917,729",
"202505","502","United States","9021","Orthopaedic appliances, including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability.","460,860,044",
"202505","502","United States","9022","Apparatus based on the use of Xrays or of alpha, beta or gamma or other ionising radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, Xray tubes and other Xray generators, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like.","161,611,883",
"202505","502","United States","9023","Instruments, apparatus and models, designed for 90.23 demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses.","64,769,926",
"202505","502","United States","9024","Machines and appliances for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials (for example, metals, wood, textiles, paper, plastics).","3,902,285",
"202505","502","United States","9025","Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments.","168,745,329",
"202505","502","United States","9026","Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 90.14, 90.15, 90.28 or 90.32.","240,363,222",
"202505","502","United States","9027","Instruments and apparatus for physical or chemical analysis (for example, polarimeters, refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or the like; instruments and apparatus for measuring or checking quantities of heat, sound or light (including exposure meters); microtomes.","228,985,364",
"202505","502","United States","9028","Gas, liquid or electricity supply or production meters, including calibrating meters therefor.","31,568,792",
"202505","502","United States","9029","Revolution counters, production counters, taximeters, mileometers, pedometers and the like; speed indicators and tachometers, other than those of heading 90.14 or 90.15; stroboscopes.","25,066,079",
"202505","502","United States","9030","Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 90.28; instruments and apparatus for measuring or detecting alpha, beta, gamma, Xray, cosmic or other ionising radiations.","92,114,273",
"202505","502","United States","9031","Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this Chapter; profile projectors.","549,815,418",
"202505","502","United States","9032","Automatic regulating or controlling instruments and apparatus.","286,461,072",
"202505","502","United States","9033","Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or apparatus of Chapter 90.","29,056,946",
"202505","502","United States","9101","Wristwatches, pocketwatches and other watches, including stopwatches, with case of precious metal or of metal clad with precious metal.","476,800",
"202505","502","United States","9102","Wristwatches, pocketwatches and other watches, including stopwatches, other than those of heading 91.01.","101,019,851",
"202505","502","United States","9103","Clocks with watch movements, excluding clocks of heading 91.04.","94,688",
"202505","502","United States","9104","Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels.","117,827",
"202505","502","United States","9105","Other clocks.","81,367,378",
"202505","502","United States","9106","Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor (for example, timeregisters, timerecorders).","17,241,971",
"202505","502","United States","9107","Time switches with clock or watch movement or with synchronous motor.","14,687,969",
"202505","502","United States","9108","Watch movements, complete and assembled.","28,718",
"202505","502","United States","9109","Clock movements, complete and assembled.","978,819",
"202505","502","United States","9110","Complete watch or clock movements, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements.","40,784",
"202505","502","United States","9111","Watch cases and parts thereof.","467,423",
"202505","502","United States","9112","Clock cases and cases of a similar type for other goods of this Chapter, and parts thereof.","342,799",
"202505","502","United States","9113","Watch straps, watch bands and watch bracelets, and parts thereof.","24,237,510",
"202505","502","United States","9114","Other clock or watch parts.","946,867",
"202505","502","United States","9201","Pianos, including automatic pianos; harpsichords and other keyboard stringed instruments.","73,335",
"202505","502","United States","9202","Other string musical instruments (for example, guitars, violins, harps).","41,124,675",
"202505","502","United States","9205","Wind musical instruments (for example, keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street organs.","48,695,206",
"202505","502","United States","9206","Percussion musical instruments (for example, drums, xylophones, cymbals, castanets, maracas).","18,836,047",
"202505","502","United States","9207","Musical instruments, the sound of which is produced, or must be amplified, electrically (for example, organs, guitars, accordions).","55,631,878",
"202505","502","United States","9208","Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical saws and other musical instruments not falling within any other heading of this Chapter; decoy calls of all kinds; whistles, call horns and other mouthblown sound signalling instruments.","5,621,079",
"202505","502","United States","9209","Parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments) of musical instruments; metronomes, tuning forks and pitch pipes of all kinds.","25,278,537",
"202505","502","United States","9303","Other firearms and similar devices which operate by the firing of an explosive charge (for example, sporting shotguns and rifles, muzzleloading firearms, Very pistols and other devices designed to project only signal flares, pistols and revolvers for firing blank ammunition, captivebolt humane killers, linethrowing guns).","3,731,000",
"202505","502","United States","9304","Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.","14,539,382",
"202505","502","United States","9305","Parts and accessories of articles of headings 93.01 to 93.04.","19,660,253",
"202505","502","United States","9306","Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition and projectiles and parts thereof, including shot and cartridge wads.","114,193",
"202505","502","United States","9307","Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor.","4,483,199",
"202505","502","United States","9401","Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.","3,007,088,324",
"202505","502","United States","9402","Medical, surgical, dental or veterinary furniture (for example, operating tables, examination tables, hospital beds with mechanical fittings, dentists' chairs); barbers' chairs and similar chairs, having rotating as well as both reclining and elevating movements; parts of the foregoing articles.","166,705,014",
"202505","502","United States","9403","Other furniture and parts thereof.","4,143,661,300",
"202505","502","United States","9404","Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.","1,707,669,064",
"202505","502","United States","9405","Luminaires and lighting 
fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere specified or included.","3,943,817,061",
"202505","502","United States","9406","Prefabricated buildings.","259,956,462",
"202505","502","United States","9503","Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reducedsize ("scale") models and similar recreational models, working or not; puzzles of all kinds.","3,244,618,450",
"202505","502","United States","9504","Video game consoles and machines, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling equipment, amusement machines operated by coins, bank notes, bank cards, tokens or by any 
other means of payment","818,380,982",
"202505","502","United States","9505","Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes.","2,422,982,148",
"202505","502","United States","9506","Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including tabletennis) or outdoor games, not specified or included elsewhere in this Chapter; swimming pools and paddling pools.","2,983,128,762",
"202505","502","United States","9507","Fishing rods, fishhooks and other line fishing tackle; fish landing nets, butterfly nets and similar nets; decoy birds?(other than those of heading 92.08 or 97.05) and similar hunting or shooting requisites.","291,216,999",
"202505","502","United States","9508","Travelling circuses and travelling menageries; amusement park rides and water park amusements; fairground amusements, including shooting galleries; travelling theatres","6,544,000",
"202505","502","United States","9601","Worked ivory, bone, tortoiseshell, horn, antlers, coral, motherofpearl and other animal carving material, and articles of these materials (including articles obtained by moulding).","817,947",
